Order_Date,Order_Priority,Ord_id
2011-01-19,HIGH,Ord_1391
2011-07-23,CRITICAL,Ord_1392
2009-10-20,HIGH,Ord_1393
2011-08-04,NOT SPECIFIED,Ord_1394
2011-10-06,MEDIUM,Ord_1395
2012-05-02,NOT SPECIFIED,Ord_1396
2010-12-24,HIGH,Ord_1397
2009-09-28,HIGH,Ord_1398
2012-10-03,HIGH,Ord_1399
2009-10-13,MEDIUM,Ord_1400
2012-10-30,CRITICAL,Ord_1401
2012-12-03,HIGH,Ord_1402
2012-09-23,HIGH,Ord_1403
2011-04-29,NOT SPECIFIED,Ord_1404
2011-05-20,NOT SPECIFIED,Ord_1405
2011-10-28,LOW,Ord_1406
2012-07-21,HIGH,Ord_1407
2009-11-25,MEDIUM,Ord_1408
2012-12-07,LOW,Ord_1409
2010-01-13,NOT SPECIFIED,Ord_1410
2010-05-08,CRITICAL,Ord_1411
2012-05-04,NOT SPECIFIED,Ord_1412
2012-03-16,NOT SPECIFIED,Ord_1413
2009-02-11,LOW,Ord_1414
2011-10-04,MEDIUM,Ord_1415
2009-07-01,MEDIUM,Ord_1416
2012-10-29,CRITICAL,Ord_1417
2009-06-11,NOT SPECIFIED,Ord_1418
2012-08-09,LOW,Ord_1419
2009-12-08,MEDIUM,Ord_1420
2009-07-31,MEDIUM,Ord_1421
2009-09-18,MEDIUM,Ord_1422
2012-12-25,MEDIUM,Ord_1423
2012-11-09,NOT SPECIFIED,Ord_1424
2010-08-13,MEDIUM,Ord_1425
2009-09-29,LOW,Ord_1426
2012-10-18,LOW,Ord_1427
2011-12-03,LOW,Ord_1428
2011-05-24,CRITICAL,Ord_1429
2009-05-20,MEDIUM,Ord_1430
2011-10-03,MEDIUM,Ord_1431
2009-05-18,NOT SPECIFIED,Ord_1432
2009-11-08,HIGH,Ord_1433
2010-11-09,NOT SPECIFIED,Ord_1434
2012-07-06,CRITICAL,Ord_1435
2011-02-26,NOT SPECIFIED,Ord_1436
2012-12-01,CRITICAL,Ord_1437
2012-01-04,MEDIUM,Ord_1438
2011-07-02,LOW,Ord_1439
2011-10-24,CRITICAL,Ord_1440
2010-07-29,MEDIUM,Ord_1441
2011-07-10,LOW,Ord_1442
2012-06-05,HIGH,Ord_1443
2012-03-28,HIGH,Ord_1444
2012-08-29,CRITICAL,Ord_1445
2011-02-14,NOT SPECIFIED,Ord_1446
2010-06-04,MEDIUM,Ord_1447
2011-12-21,LOW,Ord_1448
2009-09-10,CRITICAL,Ord_1449
2011-07-30,HIGH,Ord_1450
2011-02-16,CRITICAL,Ord_1451
2012-05-09,NOT SPECIFIED,Ord_1452
2012-10-08,HIGH,Ord_1453
2012-09-11,NOT SPECIFIED,Ord_1454
2009-11-21,CRITICAL,Ord_1455
2010-01-22,LOW,Ord_1456
2010-07-30,HIGH,Ord_1457
2010-03-02,LOW,Ord_1458
2011-11-06,CRITICAL,Ord_1459
2012-03-26,CRITICAL,Ord_1460
2012-11-18,HIGH,Ord_1461
2010-09-04,HIGH,Ord_1462
2010-09-30,LOW,Ord_1463
2011-01-27,HIGH,Ord_1464
2011-12-18,MEDIUM,Ord_1465
2011-01-25,LOW,Ord_1466
2010-09-17,CRITICAL,Ord_1467
2012-12-30,LOW,Ord_1468
2012-09-07,HIGH,Ord_1469
2011-04-22,NOT SPECIFIED,Ord_1470
2012-04-17,MEDIUM,Ord_1471
2011-06-16,HIGH,Ord_1472
2011-04-07,LOW,Ord_1473
2009-07-30,NOT SPECIFIED,Ord_1474
2011-12-04,NOT SPECIFIED,Ord_1475
2012-03-20,NOT SPECIFIED,Ord_1476
2012-12-19,MEDIUM,Ord_1477
2009-03-15,HIGH,Ord_1478
2010-11-22,HIGH,Ord_1479
2010-03-15,CRITICAL,Ord_1480
2010-02-03,HIGH,Ord_1481
2011-09-15,MEDIUM,Ord_1482
2010-11-24,MEDIUM,Ord_1483
2010-09-14,HIGH,Ord_1484
2011-07-08,HIGH,Ord_1485
2011-02-04,MEDIUM,Ord_1486
2009-08-24,MEDIUM,Ord_1487
2010-07-21,LOW,Ord_1488
2009-10-04,NOT SPECIFIED,Ord_1489
2009-09-17,CRITICAL,Ord_1490
2012-06-04,HIGH,Ord_1491
2010-02-22,HIGH,Ord_1492
2012-09-19,LOW,Ord_1493
2010-03-22,CRITICAL,Ord_1494
2010-10-20,MEDIUM,Ord_1495
2010-03-21,MEDIUM,Ord_1496
2012-07-07,LOW,Ord_1497
2011-09-04,CRITICAL,Ord_1498
2011-07-02,CRITICAL,Ord_1499
2010-10-18,LOW,Ord_1500
2010-04-08,LOW,Ord_1501
2012-08-03,LOW,Ord_1502
2012-11-11,HIGH,Ord_1503
2009-06-29,MEDIUM,Ord_1504
2009-02-16,LOW,Ord_1505
2010-12-27,CRITICAL,Ord_1506
2010-11-25,HIGH,Ord_1507
2009-11-25,MEDIUM,Ord_1508
2012-08-19,HIGH,Ord_1509
2009-03-24,NOT SPECIFIED,Ord_1510
2012-03-29,MEDIUM,Ord_1511
2011-12-16,MEDIUM,Ord_1512
2010-08-27,CRITICAL,Ord_1513
2011-10-12,HIGH,Ord_1514
2012-10-19,HIGH,Ord_1515
2011-10-28,NOT SPECIFIED,Ord_1516
2012-02-13,NOT SPECIFIED,Ord_1517
2010-09-29,LOW,Ord_1518
2010-11-18,MEDIUM,Ord_1519
2009-09-11,HIGH,Ord_1520
2009-10-23,MEDIUM,Ord_1521
2010-08-14,HIGH,Ord_1522
2011-10-18,HIGH,Ord_1523
2012-09-24,NOT SPECIFIED,Ord_1524
2011-04-03,MEDIUM,Ord_1525
2010-05-25,HIGH,Ord_1526
2010-08-13,MEDIUM,Ord_1527
2010-10-09,MEDIUM,Ord_1528
2009-05-04,HIGH,Ord_1529
2012-01-28,CRITICAL,Ord_1530
2009-02-23,CRITICAL,Ord_1531
2011-08-30,CRITICAL,Ord_1532
2010-12-19,CRITICAL,Ord_1533
2010-03-24,LOW,Ord_1534
2012-05-25,LOW,Ord_1535
2009-12-12,MEDIUM,Ord_1536
2010-11-30,HIGH,Ord_1537
2011-04-05,MEDIUM,Ord_1538
2010-02-15,CRITICAL,Ord_1539
2011-04-20,LOW,Ord_1540
2010-07-14,CRITICAL,Ord_1541
2012-02-15,LOW,Ord_1542
2009-09-14,NOT SPECIFIED,Ord_1543
2009-12-09,NOT SPECIFIED,Ord_1544
2012-08-05,CRITICAL,Ord_1545
2009-05-05,LOW,Ord_1546
2011-04-17,CRITICAL,Ord_1547
2009-05-21,MEDIUM,Ord_1548
2010-06-25,LOW,Ord_1549
2012-10-26,LOW,Ord_1550
2010-07-17,CRITICAL,Ord_1551
2012-05-14,HIGH,Ord_1552
2009-06-13,LOW,Ord_1553
2012-04-09,LOW,Ord_1554
2010-06-27,HIGH,Ord_1555
2009-09-04,LOW,Ord_1556
2011-02-24,MEDIUM,Ord_1557
2011-02-18,HIGH,Ord_1558
2009-08-17,HIGH,Ord_1559
2012-07-07,LOW,Ord_1560
2010-02-21,NOT SPECIFIED,Ord_1561
2010-09-30,LOW,Ord_1562
2009-12-09,CRITICAL,Ord_1563
2009-04-07,MEDIUM,Ord_1564
2012-01-31,NOT SPECIFIED,Ord_1565
2011-09-10,LOW,Ord_1566
2012-02-02,MEDIUM,Ord_1567
2009-10-02,MEDIUM,Ord_1568
2011-05-22,HIGH,Ord_1569
2009-09-24,MEDIUM,Ord_1570
2011-10-01,LOW,Ord_1571
2010-07-22,HIGH,Ord_1572
2012-04-26,NOT SPECIFIED,Ord_1573
2010-12-21,MEDIUM,Ord_1574
2011-03-10,LOW,Ord_1575
2010-02-16,LOW,Ord_1576
2012-06-10,NOT SPECIFIED,Ord_1577
2009-10-04,CRITICAL,Ord_1578
2010-09-03,CRITICAL,Ord_1579
2009-07-30,HIGH,Ord_1580
2011-07-12,CRITICAL,Ord_1581
2009-01-20,HIGH,Ord_1582
2010-05-14,MEDIUM,Ord_1583
2012-09-04,MEDIUM,Ord_1584
2010-03-12,NOT SPECIFIED,Ord_1585
2011-03-13,HIGH,Ord_1586
2010-06-14,LOW,Ord_1587
2010-09-05,MEDIUM,Ord_1588
2010-06-17,LOW,Ord_1589
2010-09-02,MEDIUM,Ord_1590
2011-03-05,LOW,Ord_1591
2012-12-24,CRITICAL,Ord_1592
2012-05-28,CRITICAL,Ord_1593
2010-11-19,HIGH,Ord_1594
2009-11-02,CRITICAL,Ord_1595
2012-11-13,HIGH,Ord_1596
2009-06-12,NOT SPECIFIED,Ord_1597
2011-02-14,LOW,Ord_1598
2011-06-02,MEDIUM,Ord_1599
2010-01-04,CRITICAL,Ord_1600
2012-02-21,MEDIUM,Ord_1601
2009-06-12,MEDIUM,Ord_1602
2012-06-27,LOW,Ord_1603
2009-05-22,LOW,Ord_1604
2010-05-03,HIGH,Ord_1605
2009-06-18,LOW,Ord_1606
2012-07-05,MEDIUM,Ord_1607
2012-01-04,NOT SPECIFIED,Ord_1608
2011-07-17,LOW,Ord_1609
2012-01-26,MEDIUM,Ord_1610
2010-11-27,NOT SPECIFIED,Ord_1611
2009-03-28,NOT SPECIFIED,Ord_1612
2012-03-12,LOW,Ord_1613
2010-01-02,HIGH,Ord_1614
2009-11-25,MEDIUM,Ord_1615
2012-03-09,CRITICAL,Ord_1616
2009-03-29,NOT SPECIFIED,Ord_1617
2010-03-17,LOW,Ord_1618
2009-04-01,HIGH,Ord_1619
2011-05-25,CRITICAL,Ord_1620
2011-05-20,MEDIUM,Ord_1621
2011-07-09,NOT SPECIFIED,Ord_1622
2009-07-21,LOW,Ord_1623
2011-12-17,CRITICAL,Ord_1624
2012-08-11,HIGH,Ord_1625
2010-09-06,LOW,Ord_1626
2012-04-03,LOW,Ord_1627
2012-12-21,NOT SPECIFIED,Ord_1628
2009-02-27,HIGH,Ord_1629
2010-10-03,MEDIUM,Ord_1630
2010-12-09,MEDIUM,Ord_1631
2010-03-24,LOW,Ord_1632
2011-01-11,NOT SPECIFIED,Ord_1633
2010-04-11,NOT SPECIFIED,Ord_1634
2009-12-12,HIGH,Ord_1635
2011-06-14,LOW,Ord_1636
2012-07-03,LOW,Ord_1637
2011-09-23,NOT SPECIFIED,Ord_1638
2010-10-22,HIGH,Ord_1639
2012-04-25,NOT SPECIFIED,Ord_1640
2009-08-18,MEDIUM,Ord_1641
2009-02-04,CRITICAL,Ord_1642
2012-05-24,CRITICAL,Ord_1643
2009-04-07,MEDIUM,Ord_1644
2011-03-17,HIGH,Ord_1645
2012-06-16,MEDIUM,Ord_1646
2012-04-15,CRITICAL,Ord_1647
2011-03-24,MEDIUM,Ord_1648
2012-02-05,LOW,Ord_1649
2011-04-12,HIGH,Ord_1650
2010-04-10,CRITICAL,Ord_1651
2009-09-19,CRITICAL,Ord_1652
2009-07-12,CRITICAL,Ord_1653
2011-08-28,CRITICAL,Ord_1654
2012-03-20,LOW,Ord_1655
2010-01-22,MEDIUM,Ord_1656
2012-10-22,HIGH,Ord_1657
2009-03-22,NOT SPECIFIED,Ord_1658
2009-02-16,MEDIUM,Ord_1659
2009-04-07,LOW,Ord_1660
2011-11-25,LOW,Ord_1661
2010-11-05,NOT SPECIFIED,Ord_1662
2010-01-05,CRITICAL,Ord_1663
2009-05-01,CRITICAL,Ord_1664
2009-03-23,MEDIUM,Ord_1665
2009-03-24,MEDIUM,Ord_1666
2010-03-01,NOT SPECIFIED,Ord_1667
2009-07-26,LOW,Ord_1668
2011-04-01,HIGH,Ord_1669
2012-01-02,HIGH,Ord_1670
2010-10-27,MEDIUM,Ord_1671
2011-08-22,MEDIUM,Ord_1672
2010-07-06,LOW,Ord_1673
2012-05-13,CRITICAL,Ord_1674
2012-05-26,MEDIUM,Ord_1675
2012-02-26,LOW,Ord_1676
2011-07-10,LOW,Ord_1677
2012-11-04,MEDIUM,Ord_1678
2012-10-12,CRITICAL,Ord_1679
2009-12-22,LOW,Ord_1680
2012-04-30,NOT SPECIFIED,Ord_1681
2011-07-15,MEDIUM,Ord_1682
2009-12-02,MEDIUM,Ord_1683
2012-12-27,HIGH,Ord_1684
2011-08-19,NOT SPECIFIED,Ord_1685
2011-06-02,CRITICAL,Ord_1686
2012-09-13,NOT SPECIFIED,Ord_1687
2010-11-18,HIGH,Ord_1688
2010-07-25,LOW,Ord_1689
2012-07-29,LOW,Ord_1690
2009-07-21,NOT SPECIFIED,Ord_1691
2010-09-12,NOT SPECIFIED,Ord_1692
2011-02-20,HIGH,Ord_1693
2009-12-13,CRITICAL,Ord_1694
2012-04-24,HIGH,Ord_1695
2012-02-23,LOW,Ord_1696
2012-01-22,NOT SPECIFIED,Ord_1697
2011-04-09,CRITICAL,Ord_1698
2011-11-22,MEDIUM,Ord_1699
2009-12-23,HIGH,Ord_1700
2011-10-23,NOT SPECIFIED,Ord_1701
2009-01-03,LOW,Ord_1702
2012-06-08,HIGH,Ord_1703
2009-11-22,MEDIUM,Ord_1704
2011-10-11,NOT SPECIFIED,Ord_1705
2009-01-27,NOT SPECIFIED,Ord_1706
2010-11-20,HIGH,Ord_1707
2012-09-01,HIGH,Ord_1708
2009-03-18,CRITICAL,Ord_1709
2011-04-13,CRITICAL,Ord_1710
2012-07-21,LOW,Ord_1711
2012-07-15,NOT SPECIFIED,Ord_1712
2009-10-10,HIGH,Ord_1713
2012-05-22,LOW,Ord_1714
2009-05-23,NOT SPECIFIED,Ord_1715
2009-04-16,CRITICAL,Ord_1716
2009-12-26,NOT SPECIFIED,Ord_1717
2010-09-10,NOT SPECIFIED,Ord_1718
2010-09-02,CRITICAL,Ord_1719
2011-11-26,LOW,Ord_1720
2011-04-05,CRITICAL,Ord_1721
2010-03-06,NOT SPECIFIED,Ord_1722
2009-08-28,MEDIUM,Ord_1723
2009-10-13,HIGH,Ord_1724
2009-12-22,NOT SPECIFIED,Ord_1725
2012-07-26,LOW,Ord_1726
2009-05-08,MEDIUM,Ord_1727
2011-01-29,MEDIUM,Ord_1728
2010-09-21,NOT SPECIFIED,Ord_1729
2010-03-08,HIGH,Ord_1730
2012-07-25,HIGH,Ord_1731
2010-01-26,LOW,Ord_1732
2012-01-16,CRITICAL,Ord_1733
2011-06-19,MEDIUM,Ord_1734
2010-09-06,MEDIUM,Ord_1735
2011-11-26,HIGH,Ord_1736
2012-05-08,HIGH,Ord_1737
2011-02-15,LOW,Ord_1738
2011-05-26,HIGH,Ord_1739
2009-08-11,LOW,Ord_1740
2012-09-13,LOW,Ord_1741
2009-10-28,HIGH,Ord_1742
2012-08-06,MEDIUM,Ord_1743
2010-02-12,NOT SPECIFIED,Ord_1744
2012-10-17,MEDIUM,Ord_1745
2012-09-21,NOT SPECIFIED,Ord_1746
2011-12-07,HIGH,Ord_1747
2011-05-22,MEDIUM,Ord_1748
2011-10-11,LOW,Ord_1749
2009-09-18,HIGH,Ord_1750
2009-02-24,CRITICAL,Ord_1751
2009-03-20,NOT SPECIFIED,Ord_1752
2012-05-17,HIGH,Ord_1753
2010-02-17,CRITICAL,Ord_1754
2009-02-08,CRITICAL,Ord_1755
2009-03-17,MEDIUM,Ord_1756
2009-09-01,LOW,Ord_1757
2012-02-09,HIGH,Ord_1758
2009-09-04,NOT SPECIFIED,Ord_1759
2009-06-04,LOW,Ord_1760
2009-09-12,MEDIUM,Ord_1761
2009-01-04,NOT SPECIFIED,Ord_1762
2010-05-08,CRITICAL,Ord_1763
2010-09-28,LOW,Ord_1764
2010-06-17,LOW,Ord_1765
2010-10-05,NOT SPECIFIED,Ord_1766
2012-09-12,CRITICAL,Ord_1767
2012-09-04,MEDIUM,Ord_1768
2009-11-20,CRITICAL,Ord_1769
2009-07-26,MEDIUM,Ord_1770
2009-02-04,MEDIUM,Ord_1771
2011-01-06,HIGH,Ord_1772
2009-02-12,LOW,Ord_1773
2011-03-15,LOW,Ord_1774
2011-12-20,MEDIUM,Ord_1775
2012-05-01,HIGH,Ord_1776
2010-10-10,NOT SPECIFIED,Ord_1777
2012-09-04,MEDIUM,Ord_1778
2012-07-22,NOT SPECIFIED,Ord_1779
2009-09-23,LOW,Ord_1780
2010-01-20,MEDIUM,Ord_1781
2012-03-16,HIGH,Ord_1782
2011-10-09,CRITICAL,Ord_1783
2010-04-18,NOT SPECIFIED,Ord_1784
2012-06-12,MEDIUM,Ord_1785
2009-01-24,MEDIUM,Ord_1786
2010-07-03,NOT SPECIFIED,Ord_1787
2010-02-27,LOW,Ord_1788
2010-08-16,LOW,Ord_1789
2009-12-20,HIGH,Ord_1790
2009-05-12,MEDIUM,Ord_1791
2010-06-27,NOT SPECIFIED,Ord_1792
2009-05-13,MEDIUM,Ord_1793
2011-02-25,LOW,Ord_1794
2011-05-06,LOW,Ord_1795
2010-03-13,MEDIUM,Ord_1796
2009-09-19,NOT SPECIFIED,Ord_1797
2010-02-25,LOW,Ord_1798
2011-03-20,HIGH,Ord_1799
2012-10-11,CRITICAL,Ord_1800
2010-11-29,MEDIUM,Ord_1801
2011-07-14,NOT SPECIFIED,Ord_1802
2012-12-05,MEDIUM,Ord_1803
2009-12-28,LOW,Ord_1804
2009-03-15,MEDIUM,Ord_1805
2011-01-03,CRITICAL,Ord_1806
2012-07-13,MEDIUM,Ord_1807
2011-11-16,HIGH,Ord_1808
2012-07-19,MEDIUM,Ord_1809
2012-03-09,HIGH,Ord_1810
2012-09-19,LOW,Ord_1811
2009-01-04,MEDIUM,Ord_1812
2010-03-01,MEDIUM,Ord_1813
2011-01-24,NOT SPECIFIED,Ord_1814
2010-05-17,CRITICAL,Ord_1815
2011-09-23,LOW,Ord_1816
2011-09-15,MEDIUM,Ord_1817
2012-12-21,MEDIUM,Ord_1818
2009-10-31,CRITICAL,Ord_1819
2012-05-01,HIGH,Ord_1820
2009-04-22,MEDIUM,Ord_1821
2011-07-16,LOW,Ord_1822
2010-06-30,HIGH,Ord_1823
2009-07-24,NOT SPECIFIED,Ord_1824
2010-10-15,LOW,Ord_1825
2009-02-26,MEDIUM,Ord_1826
2012-10-22,LOW,Ord_1827
2009-04-14,LOW,Ord_1828
2010-08-09,CRITICAL,Ord_1829
2010-09-17,LOW,Ord_1830
2011-06-08,NOT SPECIFIED,Ord_1831
2009-10-06,HIGH,Ord_1832
2012-08-20,MEDIUM,Ord_1833
2010-03-15,NOT SPECIFIED,Ord_1834
2012-01-11,LOW,Ord_1835
2012-07-26,NOT SPECIFIED,Ord_1836
2010-05-15,HIGH,Ord_1837
2012-10-28,LOW,Ord_1838
2009-05-21,CRITICAL,Ord_1839
2011-02-09,NOT SPECIFIED,Ord_1840
2012-09-10,HIGH,Ord_1841
2009-12-19,MEDIUM,Ord_1842
2012-03-03,MEDIUM,Ord_1843
2012-09-14,HIGH,Ord_1844
2012-08-11,NOT SPECIFIED,Ord_1845
2010-02-23,MEDIUM,Ord_1846
2010-12-03,NOT SPECIFIED,Ord_1847
2011-08-23,LOW,Ord_1848
2012-11-06,MEDIUM,Ord_1849
2010-03-16,LOW,Ord_1850
2012-04-10,NOT SPECIFIED,Ord_1851
2010-05-12,LOW,Ord_1852
2009-06-01,LOW,Ord_1853
2009-02-06,CRITICAL,Ord_1854
2009-10-22,HIGH,Ord_1855
2010-10-22,NOT SPECIFIED,Ord_1856
2012-09-02,NOT SPECIFIED,Ord_1857
2011-01-11,CRITICAL,Ord_1858
2011-01-13,HIGH,Ord_1859
2009-04-29,NOT SPECIFIED,Ord_1860
2010-04-08,CRITICAL,Ord_1861
2012-04-22,LOW,Ord_1862
2009-02-26,CRITICAL,Ord_1863
2010-08-01,CRITICAL,Ord_1864
2010-09-15,MEDIUM,Ord_1865
2009-02-06,NOT SPECIFIED,Ord_1866
2010-02-25,MEDIUM,Ord_1867
2010-05-23,NOT SPECIFIED,Ord_1868
2010-07-25,CRITICAL,Ord_1869
2011-01-20,CRITICAL,Ord_1870
2010-02-01,LOW,Ord_1871
2011-03-17,CRITICAL,Ord_1872
2009-09-30,NOT SPECIFIED,Ord_1873
2011-05-19,MEDIUM,Ord_1874
2009-08-04,LOW,Ord_1875
2010-11-02,HIGH,Ord_1876
2010-05-31,LOW,Ord_1877
2012-09-22,NOT SPECIFIED,Ord_1878
2012-02-06,LOW,Ord_1879
2012-09-12,NOT SPECIFIED,Ord_1880
2012-09-02,LOW,Ord_1881
2012-08-21,CRITICAL,Ord_1882
2010-10-20,LOW,Ord_1883
2010-03-24,MEDIUM,Ord_1884
2012-06-27,LOW,Ord_1885
2012-06-19,LOW,Ord_1886
2012-04-04,CRITICAL,Ord_1887
2012-02-06,MEDIUM,Ord_1888
2009-03-18,HIGH,Ord_1889
2012-05-13,HIGH,Ord_1890
2011-10-18,HIGH,Ord_1891
2012-06-24,NOT SPECIFIED,Ord_1892
2012-12-08,HIGH,Ord_1893
2010-10-16,NOT SPECIFIED,Ord_1894
2009-06-22,LOW,Ord_1895
2009-06-15,CRITICAL,Ord_1896
2011-12-21,NOT SPECIFIED,Ord_1897
2011-06-28,LOW,Ord_1898
2009-08-14,HIGH,Ord_1899
2012-05-01,MEDIUM,Ord_1900
2012-08-23,MEDIUM,Ord_1901
2009-05-27,NOT SPECIFIED,Ord_1902
2010-01-09,LOW,Ord_1903
2012-05-08,HIGH,Ord_1904
2010-07-16,MEDIUM,Ord_1905
2011-08-12,MEDIUM,Ord_1906
2009-01-19,CRITICAL,Ord_1907
2012-07-29,HIGH,Ord_1908
2010-04-29,MEDIUM,Ord_1909
2012-09-12,LOW,Ord_1910
2009-07-27,MEDIUM,Ord_1911
2010-01-15,CRITICAL,Ord_1912
2009-06-15,NOT SPECIFIED,Ord_1913
2010-03-11,HIGH,Ord_1914
2012-10-28,HIGH,Ord_1915
2010-01-12,HIGH,Ord_1916
2011-05-21,NOT SPECIFIED,Ord_1917
2012-02-09,CRITICAL,Ord_1918
2011-01-16,CRITICAL,Ord_1919
2010-12-09,LOW,Ord_1920
2012-04-27,LOW,Ord_1921
2011-12-31,HIGH,Ord_1922
2010-06-11,LOW,Ord_1923
2011-01-31,HIGH,Ord_1924
2011-10-30,HIGH,Ord_1925
2010-06-26,HIGH,Ord_1926
2010-09-03,LOW,Ord_1927
2010-10-31,MEDIUM,Ord_1928
2009-07-29,MEDIUM,Ord_1929
2009-07-26,LOW,Ord_1930
2009-11-01,NOT SPECIFIED,Ord_1931
2011-02-02,CRITICAL,Ord_1932
2011-02-18,CRITICAL,Ord_1933
2009-05-14,NOT SPECIFIED,Ord_1934
2010-10-09,HIGH,Ord_1935
2010-04-15,NOT SPECIFIED,Ord_1936
2011-12-29,HIGH,Ord_1937
2010-09-29,NOT SPECIFIED,Ord_1938
2009-02-21,CRITICAL,Ord_1939
2009-05-18,MEDIUM,Ord_1940
2009-10-26,HIGH,Ord_1941
2009-03-24,CRITICAL,Ord_1942
2010-12-25,CRITICAL,Ord_1943
2012-04-22,HIGH,Ord_1944
2010-11-17,NOT SPECIFIED,Ord_1945
2010-12-19,MEDIUM,Ord_1946
2012-11-09,CRITICAL,Ord_1947
2009-07-21,NOT SPECIFIED,Ord_1948
2011-06-14,NOT SPECIFIED,Ord_1949
2009-04-10,LOW,Ord_1950
2011-08-21,MEDIUM,Ord_1951
2011-08-21,LOW,Ord_1952
2011-01-24,MEDIUM,Ord_1953
2009-08-27,HIGH,Ord_1954
2010-09-03,MEDIUM,Ord_1955
2012-10-30,LOW,Ord_1956
2010-10-19,NOT SPECIFIED,Ord_1957
2011-02-21,CRITICAL,Ord_1958
2010-07-16,LOW,Ord_1959
2009-12-09,NOT SPECIFIED,Ord_1960
2009-11-05,LOW,Ord_1961
2012-03-01,LOW,Ord_1962
2011-12-21,HIGH,Ord_1963
2009-09-12,LOW,Ord_1964
2011-10-26,NOT SPECIFIED,Ord_1965
2009-08-31,NOT SPECIFIED,Ord_1966
2011-12-18,MEDIUM,Ord_1967
2010-01-17,NOT SPECIFIED,Ord_1968
2009-06-06,CRITICAL,Ord_1969
2011-08-05,HIGH,Ord_1970
2009-05-19,LOW,Ord_1971
2012-02-07,NOT SPECIFIED,Ord_1972
2011-05-27,MEDIUM,Ord_1973
2011-07-27,CRITICAL,Ord_1974
2011-11-26,NOT SPECIFIED,Ord_1975
2012-08-11,LOW,Ord_1976
2011-02-04,LOW,Ord_1977
2010-11-01,HIGH,Ord_1978
2010-02-13,NOT SPECIFIED,Ord_1979
2012-12-12,NOT SPECIFIED,Ord_1980
2010-10-06,MEDIUM,Ord_1981
2010-12-28,CRITICAL,Ord_1982
2010-10-16,LOW,Ord_1983
2010-03-16,HIGH,Ord_1984
2009-04-11,CRITICAL,Ord_1985
2009-06-22,MEDIUM,Ord_1986
2009-05-25,HIGH,Ord_1987
2010-12-20,NOT SPECIFIED,Ord_1988
2010-01-06,LOW,Ord_1989
2011-12-22,CRITICAL,Ord_1990
2010-11-25,LOW,Ord_1991
2010-07-01,MEDIUM,Ord_1992
2009-12-19,HIGH,Ord_1993
2012-01-23,NOT SPECIFIED,Ord_1994
2011-12-08,LOW,Ord_1995
2009-09-14,HIGH,Ord_1996
2012-12-23,NOT SPECIFIED,Ord_1997
2009-04-14,MEDIUM,Ord_1998
2011-02-13,MEDIUM,Ord_1999
2009-02-24,CRITICAL,Ord_2000
2011-10-26,CRITICAL,Ord_2001
2009-06-04,CRITICAL,Ord_2002
2012-05-13,CRITICAL,Ord_2003
2010-07-10,NOT SPECIFIED,Ord_2004
2009-03-29,HIGH,Ord_2005
2012-04-09,LOW,Ord_2006
2011-04-29,LOW,Ord_2007
2011-04-24,HIGH,Ord_2008
2012-05-13,HIGH,Ord_2009
2011-12-30,LOW,Ord_2010
2011-06-29,CRITICAL,Ord_2011
2010-06-15,LOW,Ord_2012
2010-05-14,MEDIUM,Ord_2013
2010-03-04,LOW,Ord_2014
2010-08-17,HIGH,Ord_2015
2010-05-30,MEDIUM,Ord_2016
2012-01-16,HIGH,Ord_2017
2010-11-30,CRITICAL,Ord_2018
2011-12-29,CRITICAL,Ord_2019
2009-07-28,CRITICAL,Ord_2020
2010-10-13,MEDIUM,Ord_2021
2009-05-05,MEDIUM,Ord_2022
2012-03-28,MEDIUM,Ord_2023
2009-08-16,LOW,Ord_2024
2010-10-06,HIGH,Ord_2025
2012-02-15,MEDIUM,Ord_2026
2012-06-16,MEDIUM,Ord_2027
2012-09-27,LOW,Ord_2028
2010-09-26,LOW,Ord_2029
2011-03-20,LOW,Ord_2030
2010-06-05,LOW,Ord_2031
2009-09-01,NOT SPECIFIED,Ord_2032
2011-02-24,HIGH,Ord_2033
2011-11-30,NOT SPECIFIED,Ord_2034
2009-07-31,CRITICAL,Ord_2035
2010-07-26,HIGH,Ord_2036
2012-12-10,HIGH,Ord_2037
2009-08-07,LOW,Ord_2038
2012-09-20,CRITICAL,Ord_2039
2012-10-06,CRITICAL,Ord_2040
2012-08-27,HIGH,Ord_2041
2009-07-06,LOW,Ord_2042
2010-07-25,HIGH,Ord_2043
2009-07-01,LOW,Ord_2044
2010-12-05,LOW,Ord_2045
2009-10-11,LOW,Ord_2046
2009-08-22,CRITICAL,Ord_2047
2010-10-16,MEDIUM,Ord_2048
2011-03-21,CRITICAL,Ord_2049
2012-01-09,MEDIUM,Ord_2050
2010-06-21,HIGH,Ord_2051
2012-01-27,MEDIUM,Ord_2052
2009-01-09,CRITICAL,Ord_2053
2011-10-25,MEDIUM,Ord_2054
2010-03-03,MEDIUM,Ord_2055
2011-03-03,LOW,Ord_2056
2011-02-14,NOT SPECIFIED,Ord_2057
2012-09-25,NOT SPECIFIED,Ord_2058
2011-11-11,MEDIUM,Ord_2059
2009-06-24,MEDIUM,Ord_2060
2011-07-27,CRITICAL,Ord_2061
2012-02-14,HIGH,Ord_2062
2012-03-12,CRITICAL,Ord_2063
2010-01-14,CRITICAL,Ord_2064
2011-03-06,HIGH,Ord_2065
2012-11-30,HIGH,Ord_2066
2010-02-06,HIGH,Ord_2067
